"program","energy(J)","time(s)","avg_power(W)","avg_current(A)","avg_voltage(V)","size","correct","warnings","baseflags"
"slre",0.006553449530942099,0.4815714285714286,0.013608468322929305,0.004459057233341368,3.0520309588563297,71446,"1","","-O3"
"slre",0.00657183485346181,0.4815833333333333,0.013646308745724473,0.0044672668455522455,3.0548837153610364,71446,"1","","-O3"
"slre",0.00658114751790251,0.4815952380952381,0.013665308535714907,0.0044769961522655366,3.0525048391189684,71446,"1","","-O3"
