"program","energy(J)","time(s)","avg_power(W)","avg_current(A)","avg_voltage(V)","size","correct","warnings","baseflags"
"insertsort",0.003534934848291533,0.24919047619047618,0.014185673956453697,0.004647672373638449,3.052326525326056,70759,"1","","-O1"
"insertsort",0.0035385284992626733,0.24919047619047618,0.014200095257885752,0.004648739584950674,3.054722467207804,70759,"1","","-O1"
"insertsort",0.003537368072441646,0.24916666666666668,0.014196794939565134,0.00465295754262721,3.0512441956820355,70759,"1","","-O1"
