"program","energy(J)","time(s)","avg_power(W)","avg_current(A)","avg_voltage(V)","size","correct","warnings","baseflags"
"dtoa",0.008315542876890727,0.6117738095238096,0.013592512048469927,0.004448348131105393,3.0557842111000166,78336,"1","","-O1"
"dtoa",0.008320650395240102,0.61175,0.0136013901025584,0.004453898370909714,3.0539667798853554,78336,"1","","-O1"
"dtoa",0.008317732073409216,0.6118095238095238,0.013595296819862511,0.004454427887760984,3.052235538012361,78336,"1","","-O1"
