"program","energy(J)","time(s)","avg_power(W)","avg_current(A)","avg_voltage(V)","size","correct","warnings","baseflags"
"prime",0.005107416825464793,0.44629761904761905,0.011443970587080013,0.0037446828152924855,3.056126776354397,70883,"1","","-O3"
"prime",0.005132969572714397,0.44629761904761905,0.011501225535704056,0.003764628900519152,3.0551489113890073,70883,"1","","-O3"
"prime",0.00512866938497339,0.44625,0.011492816548959978,0.003759145455057023,3.0573736135079033,70883,"1","","-O3"
